STATE,COUNTY,STNAME,CTYNAME,year,population,fips
6,23,California,Humboldt County,2002,128780,06023
6,25,California,Imperial County,2002,145640,06025
6,27,California,Inyo County,2002,18394,06027
6,29,California,Kern County,2002,694059,06029
6,31,California,Kings County,2002,135369,06031
6,33,California,Lake County,2002,61513,06033
6,35,California,Lassen County,2002,33430,06035
6,37,California,Los Angeles County,2002,9705913,06037
6,39,California,Madera County,2002,128369,06039
6,41,California,Marin County,2002,246225,06041
6,43,California,Mariposa County,2002,17243,06043
6,45,California,Mendocino County,2002,87364,06045
6,47,California,Merced County,2002,225351,06047
6,49,California,Modoc County,2002,9362,06049
6,51,California,Mono County,2002,13404,06051
6,53,California,Monterey County,2002,408977,06053
6,55,California,Napa County,2002,128744,06055
6,57,California,Nevada County,2002,94647,06057
6,59,California,Orange County,2002,2908245,06059
6,61,California,Placer County,2002,276907,06061
6,63,California,Plumas County,2002,20866,06063
6,65,California,Riverside County,2002,1687147,06065
6,67,California,Sacramento County,2002,1301079,06067
6,69,California,San Benito County,2002,55056,06069
6,71,California,San Bernardino County,2002,1799791,06071
6,73,California,San Diego County,2002,2900355,06073
6,75,California,San Francisco County,2002,772723,06075
6,77,California,San Joaquin County,2002,609041,06077
6,79,California,San Luis Obispo County,2002,253083,06079
6,81,California,San Mateo County,2002,697628,06081
6,83,California,Santa Barbara County,2002,405178,06083
6,85,California,Santa Clara County,2002,1669348,06085
6,87,California,Santa Cruz County,2002,254531,06087
6,89,California,Shasta County,2002,170198,06089
6,91,California,Sierra County,2002,3482,06091
6,93,California,Siskiyou County,2002,43965,06093
6,95,California,Solano County,2002,408226,06095
6,97,California,Sonoma County,2002,465298,06097
6,99,California,Stanislaus County,2002,477469,06099
6,101,California,Sutter County,2002,82162,06101
6,103,California,Tehama County,2002,57380,06103
6,105,California,Trinity County,2002,13064,06105
6,107,California,Tulare County,2002,379568,06107
6,109,California,Tuolumne County,2002,55850,06109
6,111,California,Ventura County,2002,779489,06111
6,113,California,Yolo County,2002,180327,06113
6,115,California,Yuba County,2002,62100,06115
8,1,Colorado,Adams County,2002,370753,08001
8,3,Colorado,Alamosa County,2002,15114,08003
8,5,Colorado,Arapahoe County,2002,508936,08005
8,7,Colorado,Archuleta County,2002,10885,08007
8,9,Colorado,Baca County,2002,4336,08009
8,11,Colorado,Bent County,2002,5973,08011
8,13,Colorado,Boulder County,2002,279468,08013
8,14,Colorado,Broomfield County,2002,41800,08014
8,15,Colorado,Chaffee County,2002,16844,08015
8,17,Colorado,Cheyenne County,2002,2119,08017
8,19,Colorado,Clear Creek County,2002,9514,08019
8,21,Colorado,Conejos County,2002,8358,08021
8,23,Colorado,Costilla County,2002,3639,08023
8,25,Colorado,Crowley County,2002,5666,08025
8,27,Colorado,Custer County,2002,3714,08027
8,29,Colorado,Delta County,2002,28677,08029
8,31,Colorado,Denver County,2002,556790,08031
8,33,Colorado,Dolores County,2002,1870,08033
8,35,Colorado,Douglas County,2002,208911,08035
8,37,Colorado,Eagle County,2002,44227,08037
8,39,Colorado,Elbert County,2002,21678,08039
8,41,Colorado,El Paso County,2002,544145,08041
8,43,Colorado,Fremont County,2002,47019,08043
8,45,Colorado,Garfield County,2002,46925,08045
8,47,Colorado,Gilpin County,2002,4788,08047
8,49,Colorado,Grand County,2002,13158,08049
8,51,Colorado,Gunnison County,2002,14322,08051
8,53,Colorado,Hinsdale County,2002,798,08053
8,55,Colorado,Huerfano County,2002,7571,08055
8,57,Colorado,Jackson County,2002,1532,08057
8,59,Colorado,Jefferson County,2002,527851,08059
8,61,Colorado,Kiowa County,2002,1519,08061
8,63,Colorado,Kit Carson County,2002,8250,08063
8,65,Colorado,Lake County,2002,7676,08065
8,67,Colorado,La Plata County,2002,45869,08067
8,69,Colorado,Larimer County,2002,265372,08069
8,71,Colorado,Las Animas County,2002,15424,08071
8,73,Colorado,Lincoln County,2002,5936,08073
8,75,Colorado,Logan County,2002,21548,08075
8,77,Colorado,Mesa County,2002,122440,08077
8,79,Colorado,Mineral County,2002,812,08079
8,81,Colorado,Moffat County,2002,13193,08081
8,83,Colorado,Montezuma County,2002,23935,08083
8,85,Colorado,Montrose County,2002,35154,08085
8,87,Colorado,Morgan County,2002,27556,08087
8,89,Colorado,Otero County,2002,19688,08089
8,91,Colorado,Ouray County,2002,3872,08091
8,93,Colorado,Park County,2002,15760,08093
8,95,Colorado,Phillips County,2002,4497,08095
8,97,Colorado,Pitkin County,2002,15098,08097
8,99,Colorado,Prowers County,2002,14057,08099
8,101,Colorado,Pueblo County,2002,146537,08101
8,103,Colorado,Rio Blanco County,2002,5951,08103
8,105,Colorado,Rio Grande County,2002,12224,08105
8,107,Colorado,Routt County,2002,20469,08107
8,109,Colorado,Saguache County,2002,6209,08109
8,111,Colorado,San Juan County,2002,594,08111
8,113,Colorado,San Miguel County,2002,7111,08113
8,115,Colorado,Sedgwick County,2002,2694,08115
8,117,Colorado,Summit County,2002,25006,08117
8,119,Colorado,Teller County,2002,21543,08119
8,121,Colorado,Washington County,2002,5035,08121
8,123,Colorado,Weld County,2002,202234,08123
8,125,Colorado,Yuma County,2002,9762,08125
12,1,Florida,Alachua County,2002,224614,12001
12,3,Florida,Baker County,2002,23298,12003
12,5,Florida,Bay County,2002,152741,12005
12,7,Florida,Bradford County,2002,26306,12007
12,9,Florida,Brevard County,2002,495425,12009
12,11,Florida,Broward County,2002,1690118,12011
12,13,Florida,Calhoun County,2002,12947,12013
12,15,Florida,Charlotte County,2002,150123,12015
12,17,Florida,Citrus County,2002,123491,12017
12,19,Florida,Clay County,2002,150947,12019
12,21,Florida,Collier County,2002,275490,12021
12,23,Florida,Columbia County,2002,57930,12023
12,27,Florida,DeSoto County,2002,32446,12027
12,29,Florida,Dixie County,2002,14234,12029
12,31,Florida,Duval County,2002,800532,12031
12,33,Florida,Escambia County,2002,297568,12033
12,35,Florida,Flagler County,2002,57905,12035
12,37,Florida,Franklin County,2002,9972,12037
12,39,Florida,Gadsden County,2002,44762,12039
12,41,Florida,Gilchrist County,2002,14502,12041
12,43,Florida,Glades County,2002,11284,12043
12,45,Florida,Gulf County,2002,14897,12045
12,47,Florida,Hamilton County,2002,13795,12047
12,49,Florida,Hardee County,2002,26787,12049
12,51,Florida,Hendry County,2002,36035,12051
12,53,Florida,Hernando County,2002,137818,12053
12,55,Florida,Highlands County,2002,89939,12055
12,57,Florida,Hillsborough County,2002,1054860,12057
12,59,Florida,Holmes County,2002,18880,12059
12,61,Florida,Indian River County,2002,118144,12061
12,63,Florida,Jackson County,2002,46139,12063
12,65,Florida,Jefferson County,2002,13316,12065
12,67,Florida,Lafayette County,2002,7287,12067
12,69,Florida,Lake County,2002,231519,12069
12,71,Florida,Lee County,2002,478889,12071
12,73,Florida,Leon County,2002,245404,12073
12,75,Florida,Levy County,2002,35964,12075
12,77,Florida,Liberty County,2002,7231,12077
12,79,Florida,Madison County,2002,18707,12079
12,81,Florida,Manatee County,2002,279950,12081
12,83,Florida,Marion County,2002,271716,12083
12,85,Florida,Martin County,2002,132945,12085
12,86,Florida,Miami-Dade County,2002,2315747,12086
12,87,Florida,Monroe County,2002,78755,12087
12,89,Florida,Nassau County,2002,60816,12089
12,91,Florida,Okaloosa County,2002,176257,12091
12,93,Florida,Okeechobee County,2002,36776,12093
12,95,Florida,Orange County,2002,955136,12095
12,97,Florida,Osceola County,2002,190844,12097
12,99,Florida,Palm Beach County,2002,1191340,12099
12,101,Florida,Pasco County,2002,369665,12101
12,103,Florida,Pinellas County,2002,925102,12103
12,105,Florida,Polk County,2002,501469,12105
12,107,Florida,Putnam County,2002,71386,12107
12,109,Florida,St. Johns County,2002,135770,12109
12,111,Florida,St. Lucie County,2002,205796,12111
12,113,Florida,Santa Rosa County,2002,127438,12113
12,115,Florida,Sarasota County,2002,340590,12115
12,117,Florida,Seminole County,2002,382846,12117
12,119,Florida,Sumter County,2002,59539,12119
12,121,Florida,Suwannee County,2002,36186,12121
12,123,Florida,Taylor County,2002,19465,12123
12,125,Florida,Union County,2002,13662,12125
12,127,Florida,Volusia County,2002,458248,12127
12,129,Florida,Wakulla County,2002,24458,12129
12,131,Florida,Walton County,2002,43935,12131
12,133,Florida,Washington County,2002,21287,12133
13,1,Georgia,Appling County,2002,17502,13001
13,3,Georgia,Atkinson County,2002,7748,13003
13,5,Georgia,Bacon County,2002,10101,13005
13,7,Georgia,Baker County,2002,3923,13007
13,9,Georgia,Baldwin County,2002,45203,13009
13,11,Georgia,Banks County,2002,15485,13011
13,13,Georgia,Barrow County,2002,50409,13013
13,15,Georgia,Bartow County,2002,83106,13015
13,17,Georgia,Ben Hill County,2002,17178,13017
13,19,Georgia,Berrien County,2002,16671,13019
13,21,Georgia,Bibb County,2002,153929,13021
13,23,Georgia,Bleckley County,2002,11757,13023
13,25,Georgia,Brantley County,2002,15556,13025
13,27,Georgia,Brooks County,2002,16229,13027
13,29,Georgia,Bryan County,2002,24377,13029
13,31,Georgia,Bulloch County,2002,57361,13031
13,33,Georgia,Burke County,2002,22626,13033
13,35,Georgia,Butts County,2002,20993,13035
13,37,Georgia,Calhoun County,2002,6359,13037
13,39,Georgia,Camden County,2002,45299,13039
13,43,Georgia,Candler County,2002,9772,13043
13,45,Georgia,Carroll County,2002,94087,13045
13,47,Georgia,Catoosa County,2002,56024,13047
13,49,Georgia,Charlton County,2002,10910,13049
13,51,Georgia,Chatham County,2002,236510,13051
13,53,Georgia,Chattahoochee County,2002,18043,13053
13,55,Georgia,Chattooga County,2002,25688,13055
13,57,Georgia,Cherokee County,2002,158682,13057
13,59,Georgia,Clarke County,2002,104673,13059
13,61,Georgia,Clay County,2002,3314,13061
13,63,Georgia,Clayton County,2002,248954,13063
13,65,Georgia,Clinch County,2002,6870,13065
13,67,Georgia,Cobb County,2002,631018,13067
13,69,Georgia,Coffee County,2002,38791,13069
13,71,Georgia,Colquitt County,2002,42570,13071
13,73,Georgia,Columbia County,2002,95818,13073
13,75,Georgia,Cook County,2002,15985,13075
13,77,Georgia,Coweta County,2002,97191,13077
13,79,Georgia,Crawford County,2002,12553,13079
13,81,Georgia,Crisp County,2002,22284,13081
13,83,Georgia,Dade County,2002,15658,13083
13,85,Georgia,Dawson County,2002,17521,13085
13,87,Georgia,Decatur County,2002,27892,13087
13,89,Georgia,DeKalb County,2002,669789,13089
13,91,Georgia,Dodge County,2002,19771,13091
13,93,Georgia,Dooly County,2002,12207,13093
13,95,Georgia,Dougherty County,2002,95429,13095
13,97,Georgia,Douglas County,2002,98582,13097
13,99,Georgia,Early County,2002,12047,13099
13,101,Georgia,Echols County,2002,3751,13101
13,103,Georgia,Effingham County,2002,40757,13103
13,105,Georgia,Elbert County,2002,20610,13105
13,107,Georgia,Emanuel County,2002,21511,13107
13,109,Georgia,Evans County,2002,10885,13109
13,111,Georgia,Fannin County,2002,21041,13111
13,113,Georgia,Fayette County,2002,95707,13113
13,115,Georgia,Floyd County,2002,92597,13115
13,117,Georgia,Forsyth County,2002,115797,13117
13,119,Georgia,Franklin County,2002,20942,13119
13,121,Georgia,Fulton County,2002,815224,13121
13,123,Georgia,Gilmer County,2002,24920,13123
13,125,Georgia,Glascock County,2002,2618,13125
13,127,Georgia,Glynn County,2002,69408,13127
13,129,Georgia,Gordon County,2002,46939,13129
13,131,Georgia,Grady County,2002,23635,13131
13,133,Georgia,Greene County,2002,14984,13133
13,135,Georgia,Gwinnett County,2002,641986,13135
13,137,Georgia,Habersham County,2002,37421,13137
13,139,Georgia,Hall County,2002,150229,13139
13,141,Georgia,Hancock County,2002,9829,13141
13,143,Georgia,Haralson County,2002,26676,13143
13,145,Georgia,Harris County,2002,25327,13145
13,147,Georgia,Hart County,2002,23286,13147
13,149,Georgia,Heard County,2002,11207,13149
13,151,Georgia,Henry County,2002,140747,13151
13,153,Georgia,Houston County,2002,116411,13153
13,155,Georgia,Irwin County,2002,9775,13155
13,157,Georgia,Jackson County,2002,44940,13157
13,159,Georgia,Jasper County,2002,12027,13159
13,161,Georgia,Jeff Davis County,2002,13088,13161
13,163,Georgia,Jefferson County,2002,17091,13163
13,165,Georgia,Jenkins County,2002,8543,13165
13,167,Georgia,Johnson County,2002,9436,13167
13,169,Georgia,Jones County,2002,24909,13169
13,171,Georgia,Lamar County,2002,16289,13171
13,173,Georgia,Lanier County,2002,7422,13173
13,175,Georgia,Laurens County,2002,45634,13175
13,177,Georgia,Lee County,2002,25115,13177
13,179,Georgia,Liberty County,2002,62505,13179
13,181,Georgia,Lincoln County,2002,8375,13181
13,183,Georgia,Long County,2002,10894,13183
13,185,Georgia,Lowndes County,2002,93903,13185
13,187,Georgia,Lumpkin County,2002,23048,13187
13,189,Georgia,McDuffie County,2002,21141,13189
13,191,Georgia,McIntosh County,2002,11648,13191
13,193,Georgia,Macon County,2002,14245,13193
13,195,Georgia,Madison County,2002,26512,13195
13,197,Georgia,Marion County,2002,7400,13197
13,199,Georgia,Meriwether County,2002,22726,13199
13,201,Georgia,Miller County,2002,6336,13201
13,205,Georgia,Mitchell County,2002,23698,13205
13,207,Georgia,Monroe County,2002,22767,13207
13,209,Georgia,Montgomery County,2002,8532,13209
13,211,Georgia,Morgan County,2002,16244,13211
13,213,Georgia,Murray County,2002,38167,13213
13,215,Georgia,Muscogee County,2002,185139,13215
13,217,Georgia,Newton County,2002,71102,13217
13,219,Georgia,Oconee County,2002,26501,13219
13,221,Georgia,Oglethorpe County,2002,13152,13221
13,223,Georgia,Paulding County,2002,94561,13223
13,225,Georgia,Peach County,2002,24348,13225
13,227,Georgia,Pickens County,2002,25258,13227
13,229,Georgia,Pierce County,2002,15995,13229
13,231,Georgia,Pike County,2002,14445,13231
13,233,Georgia,Polk County,2002,39109,13233
13,235,Georgia,Pulaski County,2002,10168,13235
13,237,Georgia,Putnam County,2002,19366,13237
13,239,Georgia,Quitman County,2002,2547,13239
13,241,Georgia,Rabun County,2002,15458,13241
13,243,Georgia,Randolph County,2002,7747,13243
13,245,Georgia,Richmond County,2002,198670,13245
13,247,Georgia,Rockdale County,2002,73158,13247
13,249,Georgia,Schley County,2002,3920,13249
13,251,Georgia,Screven County,2002,15226,13251
13,253,Georgia,Seminole County,2002,9210,13253
13,255,Georgia,Spalding County,2002,59699,13255
13,257,Georgia,Stephens County,2002,25625,13257
13,259,Georgia,Stewart County,2002,5424,13259
13,261,Georgia,Sumter County,2002,33362,13261
13,263,Georgia,Talbot County,2002,6749,13263
13,265,Georgia,Taliaferro County,2002,2040,13265
13,267,Georgia,Tattnall County,2002,22276,13267
13,269,Georgia,Taylor County,2002,8837,13269
13,271,Georgia,Telfair County,2002,12347,13271
13,273,Georgia,Terrell County,2002,10607,13273
13,275,Georgia,Thomas County,2002,42555,13275
13,277,Georgia,Tift County,2002,38217,13277
13,279,Georgia,Toombs County,2002,26031,13279
13,281,Georgia,Towns County,2002,9532,13281
13,283,Georgia,Treutlen County,2002,6881,13283
13,285,Georgia,Troup County,2002,60224,13285
13,287,Georgia,Turner County,2002,9514,13287
13,289,Georgia,Twiggs County,2002,10503,13289
13,291,Georgia,Union County,2002,18349,13291
13,293,Georgia,Upson County,2002,27624,13293
13,295,Georgia,Walker County,2002,62841,13295
13,297,Georgia,Walton County,2002,66103,13297
13,299,Georgia,Ware County,2002,35203,13299
13,301,Georgia,Warren County,2002,6270,13301
13,303,Georgia,Washington County,2002,21000,13303
13,305,Georgia,Wayne County,2002,27308,13305
13,307,Georgia,Webster County,2002,2389,13307
13,309,Georgia,Wheeler County,2002,6584,13309
13,311,Georgia,White County,2002,22281,13311
13,313,Georgia,Whitfield County,2002,88041,13313
13,315,Georgia,Wilcox County,2002,8766,13315
13,317,Georgia,Wilkes County,2002,10695,13317
13,319,Georgia,Wilkinson County,2002,10126,13319
13,321,Georgia,Worth County,2002,21873,13321
16,1,Idaho,Ada County,2002,321616,16001
16,3,Idaho,Adams County,2002,3559,16003
16,5,Idaho,Bannock County,2002,76487,16005
16,7,Idaho,Bear Lake County,2002,6219,16007
16,9,Idaho,Benewah County,2002,8917,16009
16,11,Idaho,Bingham County,2002,42101,16011
16,13,Idaho,Blaine County,2002,20189,16013
16,15,Idaho,Boise County,2002,6854,16015
16,17,Idaho,Bonner County,2002,37634,16017
16,19,Idaho,Bonneville County,2002,85060,16019
16,21,Idaho,Boundary County,2002,9834,16021
16,23,Idaho,Butte County,2002,2906,16023
16,25,Idaho,Camas County,2002,1025,16025
16,27,Idaho,Canyon County,2002,145160,16027
16,29,Idaho,Caribou County,2002,7161,16029
16,31,Idaho,Cassia County,2002,21504,16031
16,33,Idaho,Clark County,2002,948,16033
16,35,Idaho,Clearwater County,2002,8579,16035
16,37,Idaho,Custer County,2002,4143,16037
16,39,Idaho,Elmore County,2002,27047,16039
16,41,Idaho,Franklin County,2002,11687,16041
16,43,Idaho,Fremont County,2002,12029,16043
16,45,Idaho,Gem County,2002,15488,16045
16,47,Idaho,Gooding County,2002,14342,16047
16,49,Idaho,Idaho County,2002,15495,16049
16,51,Idaho,Jefferson County,2002,19802,16051
16,53,Idaho,Jerome County,2002,18730,16053
16,55,Idaho,Kootenai County,2002,113667,16055
16,57,Idaho,Latah County,2002,35183,16057
16,59,Idaho,Lemhi County,2002,7590,16059
16,61,Idaho,Lewis County,2002,3673,16061
16,63,Idaho,Lincoln County,2002,4242,16063
16,65,Idaho,Madison County,2002,28478,16065
16,67,Idaho,Minidoka County,2002,19542,16067
16,69,Idaho,Nez Perce County,2002,37111,16069
16,71,Idaho,Oneida County,2002,4125,16071
16,73,Idaho,Owyhee County,2002,10876,16073
16,75,Idaho,Payette County,2002,20966,16075
16,77,Idaho,Power County,2002,7371,16077
16,79,Idaho,Shoshone County,2002,13044,16079
16,81,Idaho,Teton County,2002,6849,16081
16,83,Idaho,Twin Falls County,2002,65473,16083
16,85,Idaho,Valley County,2002,7762,16085
16,87,Idaho,Washington County,2002,9904,16087
28,1,Mississippi,Adams County,2002,33730,28001
28,3,Mississippi,Alcorn County,2002,34946,28003
28,5,Mississippi,Amite County,2002,13401,28005
28,7,Mississippi,Attala County,2002,19549,28007
28,9,Mississippi,Benton County,2002,8004,28009
28,11,Mississippi,Bolivar County,2002,38634,28011
28,13,Mississippi,Calhoun County,2002,14906,28013
28,15,Mississippi,Carroll County,2002,10567,28015
28,17,Mississippi,Chickasaw County,2002,18976,28017
28,19,Mississippi,Choctaw County,2002,9468,28019
28,21,Mississippi,Claiborne County,2002,11277,28021
28,23,Mississippi,Clarke County,2002,17402,28023
28,25,Mississippi,Clay County,2002,21845,28025
28,27,Mississippi,Coahoma County,2002,29662,28027
28,29,Mississippi,Copiah County,2002,28762,28029
28,31,Mississippi,Covington County,2002,19458,28031
28,33,Mississippi,DeSoto County,2002,118603,28033
28,35,Mississippi,Forrest County,2002,71584,28035
28,37,Mississippi,Franklin County,2002,8130,28037
28,39,Mississippi,George County,2002,19811,28039
28,41,Mississippi,Greene County,2002,13258,28041
28,43,Mississippi,Grenada County,2002,22684,28043
28,45,Mississippi,Hancock County,2002,45058,28045
28,47,Mississippi,Harrison County,2002,192145,28047
28,49,Mississippi,Hinds County,2002,247857,28049
28,51,Mississippi,Holmes County,2002,20837,28051
28,53,Mississippi,Humphreys County,2002,10582,28053
28,55,Mississippi,Issaquena County,2002,2012,28055
28,57,Mississippi,Itawamba County,2002,22859,28057
28,59,Mississippi,Jackson County,2002,133688,28059
28,61,Mississippi,Jasper County,2002,18068,28061
28,63,Mississippi,Jefferson County,2002,9251,28063
28,65,Mississippi,Jefferson Davis County,2002,13413,28065
28,67,Mississippi,Jones County,2002,64916,28067
28,69,Mississippi,Kemper County,2002,10635,28069
28,71,Mississippi,Lafayette County,2002,39914,28071
28,73,Mississippi,Lamar County,2002,42377,28073
28,75,Mississippi,Lauderdale County,2002,77979,28075
28,77,Mississippi,Lawrence County,2002,13137,28077
28,79,Mississippi,Leake County,2002,21884,28079
28,81,Mississippi,Lee County,2002,76783,28081
28,83,Mississippi,Leflore County,2002,35957,28083
28,85,Mississippi,Lincoln County,2002,33326,28085
28,87,Mississippi,Lowndes County,2002,60508,28087
28,89,Mississippi,Madison County,2002,78092,28089
28,91,Mississippi,Marion County,2002,25360,28091
28,93,Mississippi,Marshall County,2002,35345,28093
28,95,Mississippi,Monroe County,2002,37690,28095
28,97,Mississippi,Montgomery County,2002,11829,28097
28,99,Mississippi,Neshoba County,2002,28490,28099
28,101,Mississippi,Newton County,2002,21493,28101
28,103,Mississippi,Noxubee County,2002,12312,28103
28,105,Mississippi,Oktibbeha County,2002,43036,28105
28,107,Mississippi,Panola County,2002,34623,28107
28,109,Mississippi,Pearl River County,2002,49659,28109
28,111,Mississippi,Perry County,2002,12232,28111
28,113,Mississippi,Pike County,2002,38734,28113
28,115,Mississippi,Pontotoc County,2002,27427,28115
28,117,Mississippi,Prentiss County,2002,25463,28117
28,119,Mississippi,Quitman County,2002,9828,28119
28,121,Mississippi,Rankin County,2002,120937,28121
28,123,Mississippi,Scott County,2002,27948,28123
28,125,Mississippi,Sharkey County,2002,6186,28125
28,127,Mississippi,Simpson County,2002,27547,28127
28,129,Mississippi,Smith County,2002,16077,28129
28,131,Mississippi,Stone County,2002,14163,28131
28,133,Mississippi,Sunflower County,2002,33676,28133
28,135,Mississippi,Tallahatchie County,2002,15025,28135
28,137,Mississippi,Tate County,2002,25776,28137
28,139,Mississippi,Tippah County,2002,21066,28139
28,141,Mississippi,Tishomingo County,2002,19144,28141
28,143,Mississippi,Tunica County,2002,9823,28143
28,145,Mississippi,Union County,2002,25711,28145
28,147,Mississippi,Walthall County,2002,14988,28147
28,149,Mississippi,Warren County,2002,49115,28149
28,151,Mississippi,Washington County,2002,59570,28151
28,153,Mississippi,Wayne County,2002,21260,28153
28,155,Mississippi,Webster County,2002,10213,28155
28,157,Mississippi,Wilkinson County,2002,10266,28157
28,159,Mississippi,Winston County,2002,19860,28159
28,161,Mississippi,Yalobusha County,2002,13139,28161
28,163,Mississippi,Yazoo County,2002,27735,28163
30,1,Montana,Beaverhead County,2002,9018,30001
30,3,Montana,Big Horn County,2002,12713,30003
30,5,Montana,Blaine County,2002,6769,30005
30,7,Montana,Broadwater County,2002,4478,30007
30,9,Montana,Carbon County,2002,9714,30009
30,11,Montana,Carter County,2002,1319,30011
30,13,Montana,Cascade County,2002,79848,30013
30,15,Montana,Chouteau County,2002,5811,30015
30,17,Montana,Custer County,2002,11510,30017
30,19,Montana,Daniels County,2002,1912,30019
30,21,Montana,Dawson County,2002,8801,30021
30,23,Montana,Deer Lodge County,2002,9238,30023
30,25,Montana,Fallon County,2002,2725,30025
30,27,Montana,Fergus County,2002,11666,30027
30,29,Montana,Flathead County,2002,77583,30029
30,31,Montana,Gallatin County,2002,71824,30031
30,33,Montana,Garfield County,2002,1258,30033
30,35,Montana,Glacier County,2002,13101,30035
30,37,Montana,Golden Valley County,2002,1012,30037
30,39,Montana,Granite County,2002,2919,30039
30,41,Montana,Hill County,2002,16139,30041
30,43,Montana,Jefferson County,2002,10181,30043
30,45,Montana,Judith Basin County,2002,2246,30045
30,47,Montana,Lake County,2002,26814,30047
30,49,Montana,Lewis and Clark County,2002,56271,30049
30,51,Montana,Liberty County,2002,2144,30051
30,53,Montana,Lincoln County,2002,18669,30053
30,55,Montana,McCone County,2002,1828,30055
30,57,Montana,Madison County,2002,6935,30057
30,59,Montana,Meagher County,2002,1895,30059
30,61,Montana,Mineral County,2002,3837,30061
30,63,Montana,Missoula County,2002,98968,30063
30,65,Montana,Musselshell County,2002,4353,30065
30,67,Montana,Park County,2002,15676,30067
30,69,Montana,Petroleum County,2002,506,30069
30,71,Montana,Phillips County,2002,4383,30071
30,73,Montana,Pondera County,2002,6285,30073
30,75,Montana,Powder River County,2002,1834,30075
30,77,Montana,Powell County,2002,6986,30077
30,79,Montana,Prairie County,2002,1173,30079
30,81,Montana,Ravalli County,2002,37308,30081
30,83,Montana,Richland County,2002,9286,30083
30,85,Montana,Roosevelt County,2002,10389,30085
30,87,Montana,Rosebud County,2002,9196,30087
30,89,Montana,Sanders County,2002,10466,30089
30,91,Montana,Sheridan County,2002,3825,30091
30,93,Montana,Silver Bow County,2002,33636,30093
30,95,Montana,Stillwater County,2002,8441,30095
30,97,Montana,Sweet Grass County,2002,3617,30097
30,99,Montana,Teton County,2002,6286,30099
30,101,Montana,Toole County,2002,5184,30101
30,103,Montana,Treasure County,2002,793,30103
30,105,Montana,Valley County,2002,7512,30105
30,107,Montana,Wheatland County,2002,2193,30107
30,109,Montana,Wibaux County,2002,1028,30109
30,111,Montana,Yellowstone County,2002,132165,30111
37,1,North Carolina,Alamance County,2002,135239,37001
37,3,North Carolina,Alexander County,2002,34665,37003
37,5,North Carolina,Alleghany County,2002,10740,37005
37,7,North Carolina,Anson County,2002,25723,37007
37,9,North Carolina,Ashe County,2002,25029,37009
37,11,North Carolina,Avery County,2002,17867,37011
37,13,North Carolina,Beaufort County,2002,45216,37013
37,15,North Carolina,Bertie County,2002,19841,37015
37,17,North Carolina,Bladen County,2002,32782,37017
37,19,North Carolina,Brunswick County,2002,78296,37019
37,21,North Carolina,Buncombe County,2002,211841,37021
37,23,North Carolina,Burke County,2002,89371,37023
37,25,North Carolina,Cabarrus County,2002,140054,37025
37,27,North Carolina,Caldwell County,2002,78920,37027
37,29,North Carolina,Camden County,2002,7412,37029
37,31,North Carolina,Carteret County,2002,60311,37031
37,33,North Carolina,Caswell County,2002,23767,37033
37,35,North Carolina,Catawba County,2002,145343,37035
37,37,North Carolina,Chatham County,2002,53857,37037
37,39,North Carolina,Cherokee County,2002,24884,37039
37,41,North Carolina,Chowan County,2002,14559,37041
37,43,North Carolina,Clay County,2002,9273,37043
37,45,North Carolina,Cleveland County,2002,97068,37045
37,47,North Carolina,Columbus County,2002,54975,37047
37,49,North Carolina,Craven County,2002,92633,37049
37,51,North Carolina,Cumberland County,2002,305697,37051
37,53,North Carolina,Currituck County,2002,19327,37053
37,55,North Carolina,Dare County,2002,31898,37055
37,57,North Carolina,Davidson County,2002,151296,37057
37,59,North Carolina,Davie County,2002,36446,37059
37,61,North Carolina,Duplin County,2002,51121,37061
37,63,North Carolina,Durham County,2002,233505,37063
37,65,North Carolina,Edgecombe County,2002,55855,37065
37,67,North Carolina,Forsyth County,2002,314215,37067
37,69,North Carolina,Franklin County,2002,50622,37069
37,71,North Carolina,Gaston County,2002,191930,37071
37,73,North Carolina,Gates County,2002,10616,37073
37,75,North Carolina,Graham County,2002,8204,37075
37,77,North Carolina,Granville County,2002,51977,37077
37,79,North Carolina,Greene County,2002,19512,37079
37,81,North Carolina,Guilford County,2002,432068,37081
37,83,North Carolina,Halifax County,2002,56507,37083
37,85,North Carolina,Harnett County,2002,95708,37085
37,87,North Carolina,Haywood County,2002,55387,37087
37,89,North Carolina,Henderson County,2002,92700,37089
37,91,North Carolina,Hertford County,2002,23547,37091
37,93,North Carolina,Hoke County,2002,35785,37093
37,95,North Carolina,Hyde County,2002,5846,37095
37,97,North Carolina,Iredell County,2002,130352,37097
37,99,North Carolina,Jackson County,2002,34587,37099
37,101,North Carolina,Johnston County,2002,132103,37101
37,103,North Carolina,Jones County,2002,10112,37103
37,105,North Carolina,Lee County,2002,49313,37105
37,107,North Carolina,Lenoir County,2002,59293,37107
37,109,North Carolina,Lincoln County,2002,66400,37109
37,111,North Carolina,McDowell County,2002,42911,37111
37,113,North Carolina,Macon County,2002,30870,37113
37,115,North Carolina,Madison County,2002,19890,37115
37,117,North Carolina,Martin County,2002,25055,37117
37,119,North Carolina,Mecklenburg County,2002,736422,37119
37,121,North Carolina,Mitchell County,2002,15856,37121
37,123,North Carolina,Montgomery County,2002,26991,37123
37,125,North Carolina,Moore County,2002,77521,37125
37,127,North Carolina,Nash County,2002,88843,37127
